JobID,Title,job_domain,ExperienceLevel,YearsOfExperience,experience_weight,job_skill_count,skill_list
CW-109,Copywriter,Other,Experienced,0.0,1.0,10,"['content strategy', 'advanced seo', 'multi-format copywriting', 'editing and proofreading', 'brand voice alignment', 'digital marketing tools', 'ai-assisted content creation', 'collaboration and leadership', 'project management', 'performance tracking']"
CW-110,Copywriter,Other,Experienced,0.0,1.0,10,"['strategic content planning', 'advanced copywriting and editing', 'seo and analytics expertise', 'multi-format content creation', 'digital marketing integration', 'brand voice consistency', 'ai-assisted writing tools', 'team leadership', 'project management', 'kpi analysis']"
CW-111,Copywriter,Other,Fresher,0.0,1.0,10,"['grammar and punctuation', 'persuasive writing', 'basic seo knowledge', 'storytelling', 'content research', 'cms familiarity', 'ai writing tools awareness', 'creativity', 'time management', 'communication']"
CW-112,Copywriter,Other,Mid-Level,0.0,1.0,10,"['advanced copywriting', 'seo optimization', 'content research and accuracy', 'editing and proofreading', 'brand voice consistency', 'digital marketing tools', 'cms proficiency', 'ai-assisted content creation', 'storytelling and creativity', 'collaboration']"
CW-113,Copywriter,Other,Experienced,0.0,1.0,10,"['strategic copywriting', 'advanced seo and analytics', 'multi-format content creation', 'editing and proofreading', 'brand messaging and consistency', 'digital marketing integration', 'ai-assisted writing tools', 'leadership and mentoring', 'project management', 'performance measurement']"
CW-114,Copywriter,Other,Experienced,0.0,1.0,10,"['content strategy', 'advanced copywriting and editing', 'seo optimization', 'multi-format content creation', 'digital marketing integration', 'brand voice consistency', 'ai content tools', 'team leadership', 'project management', 'analytics and kpi tracking']"
CW-115,Copywriter,Other,Fresher,0.0,1.0,10,"['grammar and punctuation', 'persuasive writing', 'basic seo knowledge', 'storytelling', 'research and fact-checking', 'cms usage', 'ai writing tools', 'creativity', 'time management', 'team collaboration']"
CW-116,Copywriter,Other,Mid-Level,0.0,1.0,10,"['strategic copywriting', 'advanced seo', 'content research', 'editing and proofreading', 'brand voice consistency', 'cms proficiency', 'ai-assisted writing tools', 'digital marketing knowledge', 'collaboration', 'creativity']"
CW-117,Copywriter,Other,Experienced,0.0,1.0,10,"['content strategy', 'advanced copywriting', 'seo optimization', 'multi-format content creation', 'editing and proofreading', 'brand consistency', 'digital marketing integration', 'ai-assisted content tools', 'leadership', 'performance tracking']"
CW-118,Copywriter,Other,Experienced,0.0,1.0,10,"['strategic content planning', 'advanced copywriting', 'seo and analytics expertise', 'editing and proofreading', 'multi-format content creation', 'digital marketing integration', 'brand voice consistency', 'ai-assisted writing', 'team leadership', 'project and performance management']"
CW-119,Copywriter,Other,Fresher,0.0,1.0,10,"['grammar and punctuation', 'storytelling', 'basic seo', 'content research', 'cms familiarity', 'ai writing tools awareness', 'creativity', 'time management', 'communication', 'team collaboration']"
CW-120,Copywriter,Other,Mid-Level,0.0,1.0,10,"['advanced copywriting', 'seo optimization', 'content research', 'editing and proofreading', 'brand voice consistency', 'cms and ai tools proficiency', 'digital marketing knowledge', 'storytelling', 'collaboration', 'creativity']"
CSA-F-001,Cybersecurity Analyst,Other,Fresher,0.0,1.0,9,"['python', 'c++', 'linux basics', 'firewall configuration', 'wireshark', 'nessus', 'snort', 'encryption basics', 'incident response']"
CSA-F-002,Junior Security Analyst,Other,Fresher,0.0,1.0,7,"['javascript basics', 'windows security', 'iso 27001 basics', 'wireshark', 'metasploit', 'cryptography fundamentals', 'team collaboration']"
CSA-F-003,Cybersecurity Intern,Other,Fresher,0.0,1.0,6,"['python', 'linux fundamentals', 'nist basics', 'snort', 'antivirus tools', 'vulnerability assessment']"
CSA-F-004,Associate Cybersecurity Analyst,Other,Fresher,0.0,1.0,5,"['wireshark', 'firewall basics', 'linux security', 'incident response', 'gdpr basics']"
CSA-F-005,Entry-Level Security Analyst,Other,Fresher,0.0,1.0,5,"['c++', 'windows security', 'metasploit', 'risk assessment basics', 'snort']"
CSA-F-006,Trainee Security Analyst,Other,Fresher,0.0,1.0,5,"['python', 'linux commands', 'nessus', 'network security basics', 'gdpr basics']"
CSA-F-007,Cybersecurity Support Analyst,Other,Fresher,0.0,1.0,5,"['wireshark', 'firewall rules', 'cryptography basics', 'iso 27001 basics', 'teamwork']"
CSA-F-008,Graduate Security Analyst,Other,Fresher,0.0,1.0,5,"['python basics', 'windows/linux basics', 'nist basics', 'snort', 'antivirus']"
CSA-F-009,Cybersecurity Trainee,Other,Fresher,0.0,1.0,5,"['c++ basics', 'wireshark', 'metasploit', 'linux security', 'encryption fundamentals']"
CSA-F-010,Information Security Analyst - Fresher,Other,Fresher,0.0,1.0,5,"['python', 'firewall basics', 'gdpr basics', 'nessus', 'snort']"
CSA-E-011,Cybersecurity Analyst,Other,Experienced,0.0,1.0,8,"['splunk', 'qradar', 'threat hunting', 'risk management', 'incident response', 'python', 'bash', 'cloud security (aws/azure)']"
CSA-E-012,Senior Security Analyst,Other,Experienced,0.0,1.0,6,"['logrhythm', 'vulnerability management', 'powershell', 'cloud security', 'compliance (gdpr', 'pci-dss)']"
CSA-E-013,SOC Analyst,Other,Experienced,0.0,1.0,6,"['splunk', 'qradar', 'siem tools', 'network defense', 'incident response', 'python scripting']"
CSA-E-014,Lead Cybersecurity Analyst,Other,Experienced,0.0,1.0,6,"['threat hunting', 'splunk', 'compliance', 'risk management', 'team leadership', 'cloud security']"
CSA-E-015,Cybersecurity Risk Analyst,Other,Experienced,0.0,1.0,5,"['risk management', 'compliance auditing', 'python', 'powershell', 'splunk']"
CSA-E-016,Cloud Security Analyst,Other,Experienced,0.0,1.0,6,"['aws security', 'azure security', 'gcp security', 'siem tools', 'firewall management', 'incident response']"
CSA-E-017,Information Security Specialist,Other,Experienced,0.0,1.0,6,"['vulnerability management', 'threat intelligence', 'splunk', 'qradar', 'python', 'incident response']"
CSA-E-018,Cyber Defense Analyst,Other,Experienced,0.0,1.0,6,"['soc operations', 'threat hunting', 'siem tools', 'compliance auditing', 'firewall management', 'malware analysis']"
CSA-E-019,Senior Incident Response Analyst,Other,Experienced,0.0,1.0,6,"['incident response', 'malware analysis', 'forensics', 'threat hunting', 'splunk', 'qradar']"
CSA-E-020,Principal Security Analyst,Other,Experienced,0.0,1.0,6,"['leadership', 'risk management', 'siem tools', 'cloud security', 'compliance', 'advanced threat detection']"
DA001,Data Analyst - Fresher,Data,Entry-Level,0.0,1.0,16,"['sql', 'python', 'r', 'sas', 'tableau', 'power bi', 'matplotlib', 'seaborn', 'excel charts', 'pandas', 'mysql', 'postgresql', 'hadoop', 'spark basics', 'hypothesis testing', 'regression']"
DA002,Data Analyst - Fresher,Data,Entry-Level,0.0,1.0,12,"['sql', 'python', 'r', 'tableau', 'power bi', 'excel charts', 'pandas', 'mysql', 'postgresql', 'hadoop', 'spark basics', 'basic statistics']"
DA003,Data Analyst - Fresher,Data,Entry-Level,0.0,1.0,16,"['sql', 'python', 'r', 'sas', 'tableau', 'power bi', 'matplotlib', 'seaborn', 'pandas', 'excel functions', 'mysql', 'postgresql', 'hadoop', 'spark basics', 'regression', 'hypothesis testing']"
DA004,Data Analyst - Fresher,Data,Entry-Level,0.0,1.0,13,"['sql', 'python', 'r', 'tableau', 'power bi', 'excel', 'pandas', 'mysql', 'postgresql', 'hadoop basics', 'spark basics', 'regression', 'hypothesis testing']"
DA005,Data Analyst - Fresher,Data,Entry-Level,0.0,1.0,15,"['sql', 'python', 'r', 'sas', 'tableau', 'power bi', 'matplotlib', 'seaborn', 'pandas', 'mysql', 'postgresql', 'hadoop basics', 'spark basics', 'regression', 'hypothesis testing']"
DA006,Data Analyst - Fresher,Data,Entry-Level,0.0,1.0,15,"['sql', 'python', 'r', 'tableau', 'power bi', 'matplotlib', 'seaborn', 'pandas', 'excel functions', 'mysql', 'postgresql', 'hadoop basics', 'spark basics', 'regression', 'hypothesis testing']"
DA007,Data Analyst - Fresher,Data,Entry-Level,0.0,1.0,13,"['sql', 'python', 'r', 'tableau', 'power bi', 'excel charts', 'pandas', 'mysql', 'postgresql', 'hadoop basics', 'spark basics', 'regression', 'hypothesis testing']"
DA008,Data Analyst - Fresher,Data,Entry-Level,0.0,1.0,13,"['sql', 'python', 'r', 'tableau', 'power bi', 'excel charts', 'pandas', 'mysql', 'postgresql', 'hadoop basics', 'spark basics', 'regression', 'hypothesis testing']"
DA009,Data Analyst - Fresher,Data,Entry-Level,0.0,1.0,16,"['sql', 'python', 'r', 'sas', 'tableau', 'power bi', 'matplotlib', 'seaborn', 'pandas', 'excel functions', 'mysql', 'postgresql', 'hadoop basics', 'spark basics', 'regression', 'hypothesis testing']"
DA010,Data Analyst - Experienced,Data,Senior-Level,0.0,1.0,19,"['predictive modeling', 'machine learning algorithms', 'a/b testing', 'time-series analysis', 'advanced sql', 'python', 'r', 'sas', 'tableau', 'power bi', 'looker', 'google data studio', 'etl', 'bigquery', 'snowflake', 'redshift', 'hadoop', 'spark', 'kafka']"
DA011,Data Analyst - Experienced,Data,Senior-Level,0.0,1.0,17,"['predictive modeling', 'machine learning', 'time-series forecasting', 'advanced sql', 'python', 'r', 'sas', 'tableau', 'power bi', 'looker', 'etl', 'data warehousing', 'hadoop', 'spark', 'kafka', 'hypothesis testing', 'statistical modeling']"
DA012,Data Analyst - Experienced,Data,Senior-Level,0.0,1.0,18,"['predictive modeling', 'advanced analytics', 'machine learning', 'sql', 'python', 'r', 'sas', 'tableau', 'power bi', 'looker', 'google data studio', 'etl pipelines', 'bigquery', 'snowflake', 'redshift', 'hadoop', 'spark', 'kafka']"
DA013,Data Analyst - Experienced,Data,Senior-Level,0.0,1.0,14,"['advanced sql', 'python', 'r', 'predictive modeling', 'machine learning', 'tableau', 'power bi', 'looker', 'google data studio', 'etl workflows', 'data engineering', 'hadoop', 'spark', 'kafka']"
DA014,Data Analyst - Experienced,Data,Senior-Level,0.0,1.0,18,"['predictive modeling', 'machine learning', 'advanced analytics', 'sql', 'python', 'r', 'sas', 'tableau', 'power bi', 'looker', 'google data studio', 'etl pipelines', 'bigquery', 'snowflake', 'redshift', 'hadoop', 'spark', 'kafka']"
DA015,Data Analyst - Experienced,Data,Senior-Level,0.0,1.0,15,"['advanced sql', 'python', 'r', 'predictive modeling', 'machine learning', 'tableau', 'power bi', 'looker', 'google data studio', 'etl pipelines', 'bigquery', 'snowflake', 'hadoop', 'spark', 'kafka']"
DA016,Data Analyst - Experienced,Data,Senior-Level,0.0,1.0,15,"['advanced sql', 'python', 'r', 'predictive modeling', 'machine learning', 'tableau', 'power bi', 'looker', 'etl pipelines', 'bigquery', 'snowflake', 'redshift', 'hadoop', 'spark', 'kafka']"
DA017,Data Analyst - Experienced,Data,Senior-Level,0.0,1.0,15,"['advanced sql', 'python', 'r', 'sas', 'predictive modeling', 'machine learning', 'tableau', 'power bi', 'looker', 'etl pipelines', 'bigquery', 'snowflake', 'hadoop', 'spark', 'kafka']"
DA018,Data Analyst - Experienced,Data,Senior-Level,0.0,1.0,14,"['advanced sql', 'python', 'r', 'predictive modeling', 'machine learning', 'tableau', 'power bi', 'looker', 'etl pipelines', 'bigquery', 'snowflake', 'hadoop', 'spark', 'kafka']"
DA019,Data Analyst - Experienced,Data,Senior-Level,0.0,1.0,14,"['advanced sql', 'python', 'r', 'predictive modeling', 'machine learning', 'tableau', 'power bi', 'looker', 'etl pipelines', 'bigquery', 'snowflake', 'hadoop', 'spark', 'kafka']"
DA020,Data Analyst - Experienced,Data,Senior-Level,0.0,1.0,14,"['advanced sql', 'python', 'r', 'predictive modeling', 'machine learning', 'tableau', 'power bi', 'looker', 'etl pipelines', 'bigquery', 'snowflake', 'hadoop', 'spark', 'kafka']"
DE-F-001,Data Engineer,Data,Fresher,0.0,1.0,10,"['python', 'java basics', 'sql', 'postgresql', 'mongodb', 'hadoop basics', 'spark basics', 'etl fundamentals', 'aws basics', 'azure fundamentals']"
DE-F-002,Data Engineer,Data,Fresher,0.0,1.0,8,"['python', 'scala basics', 'mysql', 'mongodb', 'airflow basics', 'linux', 'spark fundamentals', 'data modeling basics']"
DE-F-003,Data Engineer,Data,Fresher,0.0,1.0,8,"['python', 'java', 'postgresql', 'mongodb', 'aws s3 basics', 'azure basics', 'hadoop fundamentals', 'analytical thinking']"
DE-F-004,Data Engineer,Data,Fresher,0.0,1.0,7,"['sql', 'python', 'java basics', 'mongodb', 'hadoop basics', 'data structures', 'etl tools introduction']"
DE-F-005,Data Engineer,Data,Fresher,0.0,1.0,7,"['python', 'scala basics', 'postgresql', 'mongodb', 'airflow fundamentals', 'spark basics', 'aws beginner']"
DE-F-006,Data Engineer,Data,Fresher,0.0,1.0,7,"['python', 'java basics', 'postgresql', 'linux', 'sql', 'etl fundamentals', 'aws s3 basics']"
DE-F-007,Data Engineer,Data,Fresher,0.0,1.0,7,"['python', 'scala basics', 'postgresql', 'mongodb', 'data modeling basics', 'azure fundamentals', 'hadoop basics']"
DE-F-008,Data Engineer,Data,Fresher,0.0,1.0,7,"['python', 'java', 'sql', 'mongodb', 'airflow basics', 'aws basics', 'linux']"
DE-F-009,Data Engineer,Data,Fresher,0.0,1.0,6,"['python', 'sql', 'postgresql', 'mongodb', 'hadoop basics', 'aws cloud basics']"
DE-F-010,Data Engineer,Data,Fresher,0.0,1.0,7,"['python', 'java basics', 'sql', 'mongodb', 'spark fundamentals', 'azure basics', 'etl basics']"
DE-E-001,Data Engineer,Data,Experienced,0.0,1.0,9,"['python', 'scala', 'java', 'sql optimization', 'apache spark', 'kafka', 'airflow', 'aws s3', 'redshift']"
DE-E-002,Data Engineer,Data,Experienced,0.0,1.0,8,"['python', 'java', 'sql', 'apache kafka', 'snowflake', 'airflow', 'aws glue', 'hadoop']"
DE-E-003,Data Engineer,Data,Experienced,0.0,1.0,8,"['scala', 'python', 'sql', 'kafka', 'flink', 'databricks', 'gcp bigquery', 'data modeling']"
DE-E-004,Data Engineer,Data,Experienced,0.0,1.0,8,"['python', 'sql', 'spark', 'hadoop', 'aws emr', 'snowflake', 'data modeling', 'airflow']"
DE-E-005,Data Engineer,Data,Experienced,0.0,1.0,8,"['java', 'python', 'sql', 'kafka', 'airflow', 'gcp bigquery', 'mongodb', 'data partitioning']"
DE-E-006,Data Engineer,Data,Experienced,0.0,1.0,8,"['python', 'scala', 'sql optimization', 'aws glue', 'databricks', 'flink', 'snowflake', 'airflow']"
DE-E-007,Data Engineer,Data,Experienced,0.0,1.0,8,"['python', 'java', 'sql', 'spark', 'kafka', 'aws redshift', 'azure data lake', 'airflow']"
DE-E-008,Data Engineer,Data,Experienced,0.0,1.0,9,"['python', 'sql', 'scala', 'snowflake', 'bigquery', 'hadoop', 'airflow', 'kafka', 'data governance']"
DE-E-009,Data Engineer,Data,Experienced,0.0,1.0,8,"['python', 'scala', 'sql', 'kafka', 'flink', 'azure synapse', 'mongodb', 'airflow']"
DE-E-010,Data Engineer,Data,Experienced,0.0,1.0,9,"['python', 'java', 'sql', 'spark', 'aws glue', 'snowflake', 'data modeling', 'airflow', 'kafka']"
DS-F1,Data Scientist - Entry Level,Data,Fresher,0.0,1.0,15,"['python', 'r', 'sql', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'mysql', 'postgresql', 'mongodb', 'basic ml: classification', 'regression', 'clustering', 'data wrangling', 'data preprocessing']"
DS-F2,Junior Data Scientist,Data,Fresher,0.0,1.0,13,"['python', 'r', 'sql', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'excel', 'basic ml: logistic regression', 'decision trees', 'k-means', 'mysql', 'postgresql']"
DS-F3,Data Analyst / Data Scientist Intern,Data,Fresher,0.0,1.0,11,"['python', 'r', 'sql', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'mongodb', 'mysql', 'basic ml: classification', 'clustering']"
DS-F4,Data Scientist - Fresher,Data,Fresher,0.0,1.0,12,"['python', 'r', 'sql', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'mysql', 'postgresql', 'basic ml algorithms: regression', 'classification', 'clustering']"
DS-F5,Junior Machine Learning Engineer,Other,Fresher,0.0,1.0,13,"['python', 'r', 'sql', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'mongodb', 'mysql', 'basic ml models: decision trees', 'k-means', 'logistic regression', 'data preprocessing']"
DS-F6,Entry Level Data Scientist,Data,Fresher,0.0,1.0,15,"['python', 'r', 'sql', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'mysql', 'postgresql', 'mongodb', 'basic ml: classification', 'regression', 'clustering', 'data cleaning', 'data wrangling']"
DS-F7,Data Science Intern,Data,Fresher,0.0,1.0,14,"['python', 'r', 'sql', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'mysql', 'postgresql', 'basic ml: logistic regression', 'clustering', 'decision trees', 'data preprocessing', 'data wrangling']"
DS-F8,Fresher Data Scientist,Data,Fresher,0.0,1.0,12,"['python', 'r', 'sql', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'mysql', 'mongodb', 'basic ml: classification', 'regression', 'clustering']"
DS-F9,Data Science Associate,Data,Fresher,0.0,1.0,14,"['python', 'r', 'sql', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'mysql', 'postgresql', 'basic ml: regression', 'classification', 'clustering', 'data cleaning', 'data preprocessing']"
DS-E1,Data Scientist - Experienced,Data,Mid-Senior,0.0,1.0,16,"['python (advanced)', 'r', 'sql', 'java/scala', 'regression', 'classification', 'clustering', 'ensemble methods', 'deep learning', 'nlp', 'reinforcement learning', 'hadoop', 'spark', 'tableau', 'powerbi', 'etl pipelines']"
DS-S1,Senior Data Scientist,Data,Senior,0.0,1.0,17,"['python', 'r', 'sql', 'java/scala', 'ensemble methods', 'time-series modeling', 'deep learning', 'nlp', 'spark', 'hadoop', 'aws emr', 'etl pipelines', 'feature engineering', 'tableau', 'powerbi', 'jupyter', 'git']"
DS-S2,Lead Data Scientist,Data,Senior,0.0,1.0,19,"['python', 'r', 'sql', 'java/scala', 'classification', 'regression', 'nlp', 'reinforcement learning', 'ensemble methods', 'spark', 'hadoop', 'aws', 'azure', 'etl automation', 'feature engineering', 'tableau', 'powerbi', 'jupyter', 'git']"
DS-S3,Principal Data Scientist,Data,Senior,0.0,1.0,18,"['python', 'r', 'sql', 'java/scala', 'machine learning', 'deep learning', 'nlp', 'reinforcement learning', 'ensemble methods', 'spark', 'hadoop', 'aws', 'gcp', 'etl automation', 'predictive modeling', 'feature engineering', 'tableau', 'powerbi']"
DS-S4,Machine Learning Scientist,Other,Senior,0.0,1.0,16,"['python', 'r', 'sql', 'java/scala', 'regression', 'classification', 'nlp', 'reinforcement learning', 'spark', 'hadoop', 'aws', 'azure', 'etl pipelines', 'feature engineering', 'tableau', 'powerbi']"
DS-S5,Senior Machine Learning Engineer,Other,Senior,0.0,1.0,17,"['python (advanced)', 'r', 'sql', 'java/scala', 'regression', 'classification', 'nlp', 'reinforcement learning', 'ensemble methods', 'spark', 'hadoop', 'aws', 'gcp', 'etl automation', 'feature engineering', 'tableau', 'powerbi']"
DS-S6,Lead Machine Learning Scientist,Other,Senior,0.0,1.0,16,"['python', 'r', 'sql', 'java/scala', 'ensemble methods', 'deep learning', 'nlp', 'reinforcement learning', 'spark', 'hadoop', 'aws', 'azure', 'etl automation', 'feature engineering', 'tableau', 'powerbi']"
DS-S7,Data Science Team Lead,Data,Senior,0.0,1.0,18,"['python', 'r', 'sql', 'java/scala', 'classification', 'regression', 'nlp', 'reinforcement learning', 'ensemble methods', 'spark', 'hadoop', 'aws', 'gcp', 'etl automation', 'feature engineering', 'predictive modeling', 'tableau', 'powerbi']"
1,DevOps Engineer - Fresher,Other,Fresher,0.0,1.0,13,"['git', 'jenkins', 'docker', 'kubernetes', 'github/gitlab', 'aws basics', 'azure basics', 'gcp basics', 'bash', 'python fundamentals', 'terraform awareness', 'ansible awareness', 'linux basics']"
2,DevOps Engineer - Fresher,Other,Fresher,0.0,1.0,13,"['git', 'jenkins', 'docker', 'kubernetes', 'github/gitlab', 'aws basics', 'azure basics', 'gcp basics', 'bash', 'python', 'terraform awareness', 'ansible awareness', 'linux fundamentals']"
3,DevOps Engineer - Fresher,Other,Fresher,0.0,1.0,12,"['git', 'jenkins', 'docker', 'kubernetes', 'aws awareness', 'azure awareness', 'gcp awareness', 'bash', 'python', 'ci/cd basics', 'linux fundamentals', 'terraform/ansible awareness']"
4,DevOps Engineer - Fresher,Other,Fresher,0.0,1.0,12,"['git', 'jenkins', 'docker', 'kubernetes', 'aws basics', 'azure basics', 'gcp basics', 'bash', 'python', 'ci/cd basics', 'linux fundamentals', 'terraform/ansible awareness']"
5,DevOps Engineer - Fresher,Other,Fresher,0.0,1.0,12,"['git', 'jenkins', 'docker', 'kubernetes', 'aws awareness', 'azure awareness', 'gcp awareness', 'bash basics', 'python basics', 'ci/cd basics', 'linux fundamentals', 'terraform/ansible awareness']"
6,DevOps Engineer - Fresher,Other,Fresher,0.0,1.0,13,"['git', 'jenkins', 'docker', 'kubernetes', 'github/gitlab', 'aws basics', 'azure basics', 'gcp basics', 'bash', 'python', 'ci/cd basics', 'linux fundamentals', 'terraform/ansible awareness']"
7,DevOps Engineer - Fresher,Other,Fresher,0.0,1.0,12,"['git', 'jenkins', 'docker', 'kubernetes', 'aws awareness', 'azure awareness', 'gcp awareness', 'bash', 'python', 'ci/cd basics', 'linux fundamentals', 'terraform/ansible awareness']"
8,DevOps Engineer - Fresher,Other,Fresher,0.0,1.0,12,"['git', 'jenkins', 'docker', 'kubernetes', 'aws basics', 'azure basics', 'gcp basics', 'bash', 'python', 'ci/cd basics', 'linux fundamentals', 'terraform/ansible awareness']"
9,DevOps Engineer - Fresher,Other,Fresher,0.0,1.0,12,"['git', 'jenkins', 'docker', 'kubernetes', 'aws basics', 'azure basics', 'gcp basics', 'bash', 'python', 'ci/cd basics', 'linux fundamentals', 'terraform/ansible awareness']"
10,DevOps Engineer - Experienced,Other,Experienced,0.0,1.0,20,"['aws', 'azure', 'gcp', 'terraform', 'ansible', 'jenkins', 'gitlab ci', 'circleci', 'kubernetes', 'helm', 'docker swarm', 'puppet', 'chef', 'prometheus', 'elk stack', 'grafana', 'devsecops', 'linux/unix', 'api automation', 'microservices']"
DMS-F-001,Digital Marketing Specialist,Other,Fresher,0.0,1.0,17,"['google ads basics', 'facebook ads manager basics', 'instagram marketing basics', 'linkedin marketing basics', 'seo fundamentals', 'sem basics', 'content creation', 'copywriting', 'blogging', 'email marketing tools (mailchimp', 'hubspot) basics', 'google analytics basics', 'cms (wordpress) basics', 'creativity', 'communication', 'teamwork', 'adaptability']"
DMS-F-002,Digital Marketing Specialist,Other,Fresher,0.0,1.0,10,"['seo and sem fundamentals', 'content creation', 'social media marketing basics', 'email marketing basics', 'google analytics basics', 'cms tools', 'creativity', 'team collaboration', 'communication skills', 'adaptability']"
DMS-F-003,Digital Marketing Specialist,Other,Fresher,0.0,1.0,13,"['google ads', 'facebook ads manager', 'instagram', 'linkedin basics', 'seo/sem fundamentals', 'blogging and copywriting', 'email marketing basics', 'google analytics basics', 'cms (wordpress)', 'basic marketing automation', 'creativity', 'communication', 'teamwork']"
DMS-F-004,Digital Marketing Specialist,Other,Fresher,0.0,1.0,11,"['digital advertising basics', 'seo and sem fundamentals', 'social media marketing', 'content creation and copywriting', 'email marketing tools basics', 'google analytics basics', 'cms knowledge', 'creativity', 'communication', 'team collaboration', 'adaptability']"
DMS-F-005,Digital Marketing Specialist,Other,Fresher,0.0,1.0,13,"['google ads and facebook ads basics', 'instagram and linkedin marketing basics', 'seo fundamentals', 'sem basics', 'content creation and copywriting', 'email marketing (mailchimp', 'hubspot basics)', 'google analytics', 'cms tools (wordpress)', 'creativity', 'communication', 'teamwork', 'adaptability']"
DMS-E-006,Digital Marketing Specialist,Other,Experienced,0.0,1.0,18,"['advanced digital marketing strategies', 'seo and sem optimization', 'ppc campaigns', 'multi-channel campaign management', 'content creation and social media marketing', 'email automation', 'analytics and reporting (google analytics', 'tableau', 'mixpanel)', 'lead generation and nurturing', 'marketing automation tools (hubspot', 'marketo', 'salesforce)', 'brand strategy', 'ux design integration', 'team leadership', 'budget management', 'data-driven marketing']"
DMS-E-007,Digital Marketing Specialist,Other,Experienced,0.0,1.0,16,"['digital marketing strategy', 'multi-channel campaign management', 'seo/sem/ppc optimization', 'content marketing', 'social media marketing', 'email automation', 'marketing analytics and reporting', 'lead generation and nurturing', 'crm tools (hubspot', 'salesforce', 'marketo)', 'brand management', 'ux integration', 'team leadership', 'budget management', 'data-driven marketing']"
DMS-E-008,Digital Marketing Specialist,Other,Experienced,0.0,1.0,16,"['advanced digital campaigns', 'seo', 'sem', 'ppc', 'content and social media marketing', 'email marketing automation', 'marketing analytics (google analytics', 'tableau', 'mixpanel)', 'lead generation', 'crm and marketing automation tools', 'brand strategy and ux design', 'multi-channel campaign integration', 'team leadership', 'budget management', 'data-driven decision making']"
DMS-E-009,Digital Marketing Specialist,Other,Experienced,0.0,1.0,16,"['digital marketing strategy', 'seo', 'sem', 'ppc optimization', 'content and social media campaigns', 'email marketing automation', 'marketing analytics and reporting', 'lead generation and nurturing', 'crm tools (hubspot', 'marketo', 'salesforce)', 'brand and ux strategy', 'multi-channel campaign coordination', 'team management', 'budget and roi optimization', 'emerging marketing technologies (ai-driven personalization)']"
DMS-E-010,Digital Marketing Specialist,Other,Experienced,0.0,1.0,15,"['advanced digital marketing campaigns', 'seo/sem/ppc optimization', 'content marketing strategy', 'social media marketing', 'email automation and personalization', 'marketing analytics (tableau', 'mixpanel', 'ga)', 'lead generation and nurturing', 'brand management and ux integration', 'multi-channel campaign management', 'team leadership', 'budget planning', 'ai-powered marketing tools', 'data-driven marketing']"
DMS-E-011,Digital Marketing Specialist,Other,Experienced,0.0,1.0,17,"['digital strategy development', 'seo and sem optimization', 'ppc campaigns management', 'content marketing strategy', 'social media campaigns', 'email automation tools (hubspot', 'marketo)', 'analytics and reporting (ga', 'tableau', 'mixpanel)', 'lead generation and nurturing', 'brand management', 'ux design integration', 'team leadership', 'budget planning', 'data-driven marketing', 'ai-driven marketing strategies']"
DMS-E-012,Digital Marketing Specialist,Other,Experienced,0.0,1.0,17,"['multi-channel marketing strategy', 'advanced seo and sem', 'ppc campaign optimization', 'content and social media marketing', 'email marketing automation', 'marketing analytics (ga', 'tableau', 'mixpanel)', 'crm tools (hubspot', 'salesforce)', 'lead generation and nurturing', 'brand strategy', 'ux/ui integration', 'team management', 'budget optimization', 'ai-powered marketing solutions', 'data-driven decision making']"
DMS-E-013,Digital Marketing Specialist,Other,Experienced,0.0,1.0,15,"['strategic digital marketing planning', 'seo/sem/ppc optimization', 'content and social media campaigns', 'email automation and personalization', 'advanced analytics (google analytics', 'tableau', 'mixpanel)', 'lead generation and crm management', 'brand strategy', 'ux/ui integration', 'cross-channel campaign management', 'team leadership', 'budget and roi management', 'ai-driven marketing strategies', 'data-driven campaign optimization']"
DMS-E-014,Digital Marketing Specialist,Other,Experienced,0.0,1.0,16,"['digital campaign strategy', 'seo/sem/ppc management', 'content marketing and social media strategy', 'email marketing automation', 'marketing analytics and reporting', 'lead generation and nurturing', 'crm and automation tools (hubspot', 'marketo', 'salesforce)', 'brand strategy', 'ux and ui design integration', 'team leadership', 'budget management', 'data-driven marketing decisions', 'ai marketing tools', 'conversion rate optimization']"
DMS-E-015,Digital Marketing Specialist,Other,Experienced,0.0,1.0,17,"['advanced digital marketing strategy', 'seo', 'sem', 'ppc campaigns', 'content and social media marketing', 'email automation', 'marketing analytics (ga', 'tableau', 'mixpanel)', 'lead generation and crm management', 'brand strategy and ux integration', 'cross-channel campaign coordination', 'team leadership', 'budget planning and roi optimization', 'ai-driven marketing solutions', 'data-driven campaign strategies', 'emerging marketing technologies']"
